,Tokens,Scores,,,,,,,,,,,,,,,,
502,'(DOI:',-73.4,,,,,,,,,,,,,,,,
503,'(domestic',-326.6,,,,,,,,,,,,,,,,
504,'(Doncasters).',-420,,,,,,,,,,,,,,,,
505,'(Dr',-340,,,,,,,,,,,,,,,,
506,"'(DRC),'",-206.8,,,,,,,,,,,,,,,,
507,"'(DSTL),'",-420,,,,,,,,,,,,,,,,
508,"'(DSTL,'",-220,,,,,,,,,,,,,,,,
509,'(DTAG)',-171.2,,,,,,,,,,,,,,,,
510,'(DTC).',-220,,,,,,,,,,,,,,,,
511,'(Dubai)',-500,,,,,,,,,,,,,,,,
512,'(due',-420,,,,,,,,,,,,,,,,
513,'(Dunn).',-300,,,,,,,,,,,,,,,,
514,'(E&KET).',-220,,,,,,,,,,,,,,,,
515,'(E)',-291,,,,,,,,,,,,,,,,
516,'(E).',-171.2,,,,,,,,,,,,,,,,
517,'(e.g',-60,,,,,,,,,,,,,,,,
518,'(e.g.',-206.8,,,,,,,,,,,,,,,,
519,'(e.g.',-220,,,,,,,,,,,,,,,,
520,'(e.g.',140,,,,,,,,,,,,,,,,
521,'(e.g.',-340,,,,,,,,,,,,,,,,
522,'(e.g.',-313.2,,,,,,,,,,,,,,,,
523,'(e.g.',40,,,,,,,,,,,,,,,,
524,'(e.g.',-268,,,,,,,,,,,,,,,,
525,'(e.g.',-244,,,,,,,,,,,,,,,,
526,'(e.g.',-73.4,,,,,,,,,,,,,,,,
527,'(e.g.',-460,,,,,,,,,,,,,,,,
528,'(e.g.',-400,,,,,,,,,,,,,,,,
529,'(e.g.',0,,,,,,,,,,,,,,,,
530,'(e.g.',166.9,,,,,,,,,,,,,,,,
531,'(e.g.',-300,,,,,,,,,,,,,,,,
532,'(e.g.',-20,,,,,,,,,,,,,,,,
533,'(E.g.',-60,,,,,,,,,,,,,,,,
534,'(e.g.',-60,,,,,,,,,,,,,,,,
535,'(e.g.',-208.8,,,,,,,,,,,,,,,,
536,'(e.g.',100,,,,,,,,,,,,,,,,
537,'(e.g.',60,,,,,,,,,,,,,,,,
538,'(e.g.',-60,,,,,,,,,,,,,,,,
539,'(e.g.',-300,,,,,,,,,,,,,,,,
540,'(e.g.',-300,,,,,,,,,,,,,,,,
541,"'(e.g.,'",-220,,,,,,,,,,,,,,,,
542,"'(e.g.,'",-44,,,,,,,,,,,,,,,,
543,"'(e.g.,'",166.9,,,,,,,,,,,,,,,,
544,"'(e.g.,'",-100,,,,,,,,,,,,,,,,
545,"'(e.g.,'",-208.8,,,,,,,,,,,,,,,,
546,'(e.huq@rl.ac.uk)',-340,,,,,,,,,,,,,,,,
547,"'(EADS,'",-193.2,,,,,,,,,,,,,,,,
548,'(Eames)',-171.2,,,,,,,,,,,,,,,,
549,"'(ECIT),'",-60,,,,,,,,,,,,,,,,
550,'(economic',140,,,,,,,,,,,,,,,,
551,"'(ECS),'",-460,,,,,,,,,,,,,,,,
552,"'(ECS,'",-460,,,,,,,,,,,,,,,,
553,'(ED)',-220,,,,,,,,,,,,,,,,
554,'(ed.quinn@avacta.com);',-340,,,,,,,,,,,,,,,,
555,'(EDF',-20,,,,,,,,,,,,,,,,
556,"'(Edinburgh,'",-193.4,,,,,,,,,,,,,,,,
557,"'(Edwards,'",-171.2,,,,,,,,,,,,,,,,
558,'(EECE',-220,,,,,,,,,,,,,,,,
559,'(EECE)',-220,,,,,,,,,,,,,,,,
560,'(EECS',-291,,,,,,,,,,,,,,,,
561,'(EECS)',-291,,,,,,,,,,,,,,,,
562,'(EECS=26)',-291,,,,,,,,,,,,,,,,
563,'(EECS=4)',-291,,,,,,,,,,,,,,,,
564,'(EECS=68)',-291,,,,,,,,,,,,,,,,
565,'(EECS=Long 8.2m)',-291,,,,,,,,,,,,,,,,
566,'(EEE)',100,,,,,,,,,,,,,,,,
567,"'(EEE),'",-193.2,,,,,,,,,,,,,,,,
568,"'(EEPS),'",40,,,,,,,,,,,,,,,,
569,'(eg',140,,,,,,,,,,,,,,,,
570,'(eg',-500,,,,,,,,,,,,,,,,
571,'(eg',-291,,,,,,,,,,,,,,,,
572,'(eg',-171.2,,,,,,,,,,,,,,,,
573,"'(EHL)),'",-340,,,,,,,,,,,,,,,,
574,'(Electrical',-44,,,,,,,,,,,,,,,,
575,'(electrical',-400,,,,,,,,,,,,,,,,
576,"'(E-motes),'",-60,,,,,,,,,,,,,,,,
577,'(end',-500,,,,,,,,,,,,,,,,
578,'(Energy',-220,,,,,,,,,,,,,,,,
579,'(EngD)',-400,,,,,,,,,,,,,,,,
580,'(EngD).',-400,,,,,,,,,,,,,,,,
581,'(EP/1019278/1;Long 439K)',60,,,,,,,,,,,,,,,,
582,"'(EP/C52330X,'",-220,,,,,,,,,,,,,,,,
583,'(EP/G032483)',-340,,,,,,,,,,,,,,,,
584,'(EP/I01764X/1)',0,,,,,,,,,,,,,,,,
585,"'(EP/I038543/1),'",-100,,,,,,,,,,,,,,,,
586,'(EP/I500928)',-340,,,,,,,,,,,,,,,,
587,'(EP/K009478/1;',60,,,,,,,,,,,,,,,,
588,'(EP/K019597/1;Long 332K)',60,,,,,,,,,,,,,,,,
589,'(EP/L010607/1',-100,,,,,,,,,,,,,,,,
590,"'(EP/L010607/1,'",-100,,,,,,,,,,,,,,,,
591,'(EPIC).',-60,,,,,,,,,,,,,,,,
592,'(EPSRC',-100,,,,,,,,,,,,,,,,
593,"'(EPSRC,'",-220,,,,,,,,,,,,,,,,
594,"'(EPSRC,'",0,,,,,,,,,,,,,,,,
595,'(equivalent',0,,,,,,,,,,,,,,,,
596,'(ERI',0,,,,,,,,,,,,,,,,
597,"'(ESF,'",-300,,,,,,,,,,,,,,,,
598,"'(ESF,'",-300,,,,,,,,,,,,,,,,
599,'(especially',-420,,,,,,,,,,,,,,,,
600,'(ETS)',-400,,,,,,,,,,,,,,,,
601,'(EUSPEN)',-300,,,,,,,,,,,,,,,,
602,'(EUSPEN)',-300,,,,,,,,,,,,,,,,
603,'(Example',-268,,,,,,,,,,,,,,,,
604,'(examples:',-100,,,,,,,,,,,,,,,,
605,'(excluding',-171.2,,,,,,,,,,,,,,,,
606,'(expert',-171.2,,,,,,,,,,,,,,,,
607,'(F)',-291,,,,,,,,,,,,,,,,
608,'(FAB)',-171.2,,,,,,,,,,,,,,,,
609,'(facilitated',-340,,,,,,,,,,,,,,,,
610,'(FAP7)',-20,,,,,,,,,,,,,,,,
611,'(FDI)',-60,,,,,,,,,,,,,,,,
612,'(FDS)',140,,,,,,,,,,,,,,,,
613,'(Ferryman)',-244,,,,,,,,,,,,,,,,
614,'(figure',0,,,,,,,,,,,,,,,,
615,'(finalist',-300,,,,,,,,,,,,,,,,
616,'(finalist',-300,,,,,,,,,,,,,,,,
617,'(flat',-60,,,,,,,,,,,,,,,,
618,'(follow',-244,,,,,,,,,,,,,,,,
619,'(Food',60,,,,,,,,,,,,,,,,
620,'(footfall',-73.4,,,,,,,,,,,,,,,,
621,'(for',-206.8,,,,,,,,,,,,,,,,
622,'(for',-420,,,,,,,,,,,,,,,,
623,'(for',-44,,,,,,,,,,,,,,,,
624,'(for',60,,,,,,,,,,,,,,,,
625,'(Ford',-220,,,,,,,,,,,,,,,,
626,'(formed',-400,,,,,,,,,,,,,,,,
627,'(former)',-400,,,,,,,,,,,,,,,,
628,'(formerly',-313.2,,,,,,,,,,,,,,,,
629,'(formerly',-100,,,,,,,,,,,,,,,,
630,'(formerly',40,,,,,,,,,,,,,,,,
631,'(FPRI)',-60,,,,,,,,,,,,,,,,
632,'(FPSE)',-460,,,,,,,,,,,,,,,,
633,'(Fr)',-500,,,,,,,,,,,,,,,,
634,"'(France),'",-340,,,,,,,,,,,,,,,,
635,"'(France),'",-20,,,,,,,,,,,,,,,,
636,'(FREng)',-220,,,,,,,,,,,,,,,,
637,'(from',-500,,,,,,,,,,,,,,,,
638,'(from',-400,,,,,,,,,,,,,,,,
639,'(from',-60,,,,,,,,,,,,,,,,
640,'(FRS',140,,,,,,,,,,,,,,,,
641,'(FS/01/01/10).',-300,,,,,,,,,,,,,,,,
642,'(FS/01/01/10).',-300,,,,,,,,,,,,,,,,
643,'(G)',-291,,,,,,,,,,,,,,,,
644,'(GAARDIAN',-220,,,,,,,,,,,,,,,,
645,'(Gaydecki).',40,,,,,,,,,,,,,,,,
646,'(GB1302306.4).',60,,,,,,,,,,,,,,,,
647,'(GB1316121.1)',60,,,,,,,,,,,,,,,,
648,'(GE',0,,,,,,,,,,,,,,,,
649,'(geoff.x.randall@sellafieldsites.com)',-340,,,,,,,,,,,,,,,,
650,"'(Germany),'",-500,,,,,,,,,,,,,,,,
651,"'(Germany),'",-20,,,,,,,,,,,,,,,,
652,'(Gillin)',-300,,,,,,,,,,,,,,,,
653,"'(Gillin),'",-300,,,,,,,,,,,,,,,,
654,"'(Glasgow,'",-193.4,,,,,,,,,,,,,,,,
655,"'(Goodall,'",-171.2,,,,,,,,,,,,,,,,
656,'(Gottschalg)',-171.2,,,,,,,,,,,,,,,,
657,"'(GR/S63045,'",-340,,,,,,,,,,,,,,,,
658,"'(Grant),'",-268,,,,,,,,,,,,,,,,
659,'(GRE).',-500,,,,,,,,,,,,,,,,
660,"'(Green),'",40,,,,,,,,,,,,,,,,
661,'(Grenoble',-500,,,,,,,,,,,,,,,,
662,"'(Grobert,'",-268,,,,,,,,,,,,,,,,
663,"'(GTAC),'",-420,,,,,,,,,,,,,,,,
664,'(Gurney)',-244,,,,,,,,,,,,,,,,
665,"'(GVE),'",-300,,,,,,,,,,,,,,,,
666,"'(GVE),'",-300,,,,,,,,,,,,,,,,
667,'(H)',-291,,,,,,,,,,,,,,,,
668,"'(Hall,'",-313.2,,,,,,,,,,,,,,,,
669,"'(Harada,'",-220,,,,,,,,,,,,,,,,
670,'(HCI).',-220,,,,,,,,,,,,,,,,
671,'(HDD',0,,,,,,,,,,,,,,,,
672,'(Healey',-291,,,,,,,,,,,,,,,,
673,"'(health,'",-220,,,,,,,,,,,,,,,,
674,'(HEIF)',-60,,,,,,,,,,,,,,,,
675,"'(HEIF),'",-73.4,,,,,,,,,,,,,,,,
676,'(Henry',-100,,,,,,,,,,,,,,,,
677,'(Henshaw)',-171.2,,,,,,,,,,,,,,,,
678,"'(Henshaw),'",-171.2,,,,,,,,,,,,,,,,
679,'(Henshaw).',-171.2,,,,,,,,,,,,,,,,
680,'(here',-340,,,,,,,,,,,,,,,,
681,'(HESA',-300,,,,,,,,,,,,,,,,
682,"'(HFE),'",-60,,,,,,,,,,,,,,,,
683,'(hidden',-220,,,,,,,,,,,,,,,,
684,'(High',-171.2,,,,,,,,,,,,,,,,
685,'(Howells)',-460,,,,,,,,,,,,,,,,
686,'(HTRC)',-420,,,,,,,,,,,,,,,,
687,'(http://bit.ly/18krTJg).',-244,,,,,,,,,,,,,,,,
688,"'(http://bit.ly/Ho0Wcc),'",-244,,,,,,,,,,,,,,,,
689,"'(http://bit.ly/J5FKCP),'",-244,,,,,,,,,,,,,,,,
690,"'(http://cnmpa.gre.ac.uk/),'",-500,,,,,,,,,,,,,,,,
691,'(http://eprints.soton.ac.uk)',-460,,,,,,,,,,,,,,,,
692,'(http://www.glyndwr.ac.uk/en/Ourresearch/Researchcentres/UniversityResearchCentreforMa',60,,,,,,,,,,,,,,,,
693,'(http://www.lightexpress.soton.ac.uk/)',-460,,,,,,,,,,,,,,,,
694,'(http://www.ukesf.org/scholarship-scheme).The',40,,,,,,,,,,,,,,,,
695,"'(http://www.wrexhamsf.com/,'",60,,,,,,,,,,,,,,,,
696,"'(http://www2.gre.ac.uk/about/schools/engineering/research/groups/mwcrl),'",-500,,,,,,,,,,,,,,,,
697,'(http://www3.imperial.ac.uk/corporatepartnerships/whoweworkwith)',-208.8,,,,,,,,,,,,,,,,
698,"'(Hu),'",-171.2,,,,,,,,,,,,,,,,
699,"'(Huang,'",-313.2,,,,,,,,,,,,,,,,
700,'(Hull).',140,,,,,,,,,,,,,,,,
701,'(i)',-220,,,,,,,,,,,,,,,,
702,'(i)',-420,,,,,,,,,,,,,,,,
703,'(i)',140,,,,,,,,,,,,,,,,
704,'(i)',-500,,,,,,,,,,,,,,,,
705,'(i)',-313.2,,,,,,,,,,,,,,,,
706,'(i)',-244,,,,,,,,,,,,,,,,
707,'(i)',-460,,,,,,,,,,,,,,,,
708,'(i)',-400,,,,,,,,,,,,,,,,
709,'(i)',0,,,,,,,,,,,,,,,,
710,'(I)',-291,,,,,,,,,,,,,,,,
711,'(i)',-291,,,,,,,,,,,,,,,,
712,'(i)',-208.8,,,,,,,,,,,,,,,,
713,'(i.e.',100,,,,,,,,,,,,,,,,
714,'(i2MOVE).',100,,,,,,,,,,,,,,,,
715,"'(IAA),'",-220,,,,,,,,,,,,,,,,
716,'(IAA).',-60,,,,,,,,,,,,,,,,
717,'(IAB)',-206.8,,,,,,,,,,,,,,,,
718,'(IAB)',-313.2,,,,,,,,,,,,,,,,
719,'(IAB)',-244,,,,,,,,,,,,,,,,
720,'(IBMM)',-300,,,,,,,,,,,,,,,,
721,'(IBMM)',-300,,,,,,,,,,,,,,,,
722,'(ICOE',-313.2,,,,,,,,,,,,,,,,
723,'(ICON)',-208.8,,,,,,,,,,,,,,,,
724,'(ICON)',-300,,,,,,,,,,,,,,,,
725,'(ICON)',-300,,,,,,,,,,,,,,,,
726,'(ICON).',100,,,,,,,,,,,,,,,,
727,'(ICS).',-460,,,,,,,,,,,,,,,,
728,"'(ICT),'",-460,,,,,,,,,,,,,,,,
729,'(IDB)',-300,,,,,,,,,,,,,,,,
730,'(IDB)',-300,,,,,,,,,,,,,,,,
731,'(identified',-73.4,,,,,,,,,,,,,,,,
732,'(IERC).',-400,,,,,,,,,,,,,,,,
733,'(IERCs)',-400,,,,,,,,,,,,,,,,
734,'(IERCs).',-400,,,,,,,,,,,,,,,,
735,'(IET).',-153.2,,,,,,,,,,,,,,,,
736,"'(IET,'",0,,,,,,,,,,,,,,,,
737,'(IfLS)',-460,,,,,,,,,,,,,,,,
738,'(ii)',-220,,,,,,,,,,,,,,,,
739,'(ii)',-420,,,,,,,,,,,,,,,,
740,'(ii)',140,,,,,,,,,,,,,,,,
741,'(ii)',-500,,,,,,,,,,,,,,,,
742,'(ii)',-313.2,,,,,,,,,,,,,,,,
743,'(ii)',-244,,,,,,,,,,,,,,,,
744,'(ii)',-460,,,,,,,,,,,,,,,,
745,'(ii)',-400,,,,,,,,,,,,,,,,
746,'(ii)',0,,,,,,,,,,,,,,,,
747,'(ii)',-291,,,,,,,,,,,,,,,,
748,'(ii)',-208.8,,,,,,,,,,,,,,,,
749,'(iii)',-220,,,,,,,,,,,,,,,,
750,'(iii)',-420,,,,,,,,,,,,,,,,
751,'(iii)',140,,,,,,,,,,,,,,,,
752,'(iii)',-500,,,,,,,,,,,,,,,,
753,'(iii)',-313.2,,,,,,,,,,,,,,,,
754,'(iii)',-244,,,,,,,,,,,,,,,,
755,'(iii)',-460,,,,,,,,,,,,,,,,
756,'(iii)',-400,,,,,,,,,,,,,,,,
757,'(iii)',0,,,,,,,,,,,,,,,,
758,'(iii)',-291,,,,,,,,,,,,,,,,
759,'(iii)Transfer',-208.8,,,,,,,,,,,,,,,,
760,"'(iii,'",-171.2,,,,,,,,,,,,,,,,
761,'(ILF)',-300,,,,,,,,,,,,,,,,
762,'(IMEC;',-100,,,,,,,,,,,,,,,,
763,'(IML).',-244,,,,,,,,,,,,,,,,
764,'(Impact',-268,,,,,,,,,,,,,,,,
765,'(impact',-400,,,,,,,,,,,,,,,,
766,'(improved',-244,,,,,,,,,,,,,,,,
767,'(in',-220,,,,,,,,,,,,,,,,
768,'(in',140,,,,,,,,,,,,,,,,
769,'(in',-340,,,,,,,,,,,,,,,,
770,'(in',-100,,,,,,,,,,,,,,,,
771,'(in',-400,,,,,,,,,,,,,,,,
772,'(in',-140,,,,,,,,,,,,,,,,
773,'(in',0,,,,,,,,,,,,,,,,
774,'(in',-300,,,,,,,,,,,,,,,,
775,'(in',-291,,,,,,,,,,,,,,,,
776,'(in',-153.2,,,,,,,,,,,,,,,,
777,'(including',-220,,,,,,,,,,,,,,,,
778,'(including',-340,,,,,,,,,,,,,,,,
779,'(including',-313.2,,,,,,,,,,,,,,,,
780,'(including',-268,,,,,,,,,,,,,,,,
781,'(including',-244,,,,,,,,,,,,,,,,
782,'(including',-400,,,,,,,,,,,,,,,,
783,'(including',0,,,,,,,,,,,,,,,,
784,'(including',166.9,,,,,,,,,,,,,,,,
785,'(including',-300,,,,,,,,,,,,,,,,
786,'(including',-171.2,,,,,,,,,,,,,,,,
787,'(including',-100,,,,,,,,,,,,,,,,
788,'(including',-60,,,,,,,,,,,,,,,,
789,'(India)',-60,,,,,,,,,,,,,,,,
790,"'(Indianapolis,'",-400,,,,,,,,,,,,,,,,
791,"'(Infineon,'",-100,,,,,,,,,,,,,,,,
792,'(initial',-60,,,,,,,,,,,,,,,,
793,'(initially',-206.8,,,,,,,,,,,,,,,,
794,'(INovation',-153.2,,,,,,,,,,,,,,,,
795,'(InstMC',-171.2,,,,,,,,,,,,,,,,
796,"'(Intelesens,'",0,,,,,,,,,,,,,,,,
797,'(INtelligent',-44,,,,,,,,,,,,,,,,
798,'(investigating',-500,,,,,,,,,,,,,,,,
799,"'(InvestNI,'",0,,,,,,,,,,,,,,,,
800,'(Involves',-171.2,,,,,,,,,,,,,,,,
801,'(IoP).',-400,,,,,,,,,,,,,,,,
802,"'(IOP,'",-268,,,,,,,,,,,,,,,,
803,'(IP)',-400,,,,,,,,,,,,,,,,
804,'(IP).',-220,,,,,,,,,,,,,,,,
805,'(IP);',-44,,,,,,,,,,,,,,,,
806,'(IPDM)',-60,,,,,,,,,,,,,,,,
807,'(IPO/1311862.5)',-300,,,,,,,,,,,,,,,,
808,'(IR)',-60,,,,,,,,,,,,,,,,
809,'(IRC)',-420,,,,,,,,,,,,,,,,
810,'(ISIC)',-244,,,,,,,,,,,,,,,,
811,'(ISN).',100,,,,,,,,,,,,,,,,
812,'(IUL)',0,,,,,,,,,,,,,,,,
813,'(iv)',-220,,,,,,,,,,,,,,,,
814,'(iv)',-420,,,,,,,,,,,,,,,,
815,'(iv)',140,,,,,,,,,,,,,,,,
816,'(iv)',-500,,,,,,,,,,,,,,,,
817,'(iv)',-313.2,,,,,,,,,,,,,,,,
818,'(iv)',-244,,,,,,,,,,,,,,,,
819,'(iv)',-460,,,,,,,,,,,,,,,,
820,'(iv)',-400,,,,,,,,,,,,,,,,
821,'(iv)',0,,,,,,,,,,,,,,,,
822,'(iv)',-291,,,,,,,,,,,,,,,,
823,'(iv)Transfer',-208.8,,,,,,,,,,,,,,,,
824,'(J)',-291,,,,,,,,,,,,,,,,
825,'(Japan)',-500,,,,,,,,,,,,,,,,
826,"'(JAXA),'",-500,,,,,,,,,,,,,,,,
827,'(jointly',-400,,,,,,,,,,,,,,,,
828,'(K)',-291,,,,,,,,,,,,,,,,
829,'(K2',-44,,,,,,,,,,,,,,,,
830,'(Kalawsky).',-171.2,,,,,,,,,,,,,,,,
831,"'(Keithley,'",-100,,,,,,,,,,,,,,,,
832,'(KEV)',-20,,,,,,,,,,,,,,,,
833,'(Kevin',100,,,,,,,,,,,,,,,,
834,'(Kirkland)',-268,,,,,,,,,,,,,,,,
835,'(Knowledge',-244,,,,,,,,,,,,,,,,
836,'(Knowledge',-171.2,,,,,,,,,,,,,,,,
837,'(Krause)',-300,,,,,,,,,,,,,,,,
838,"'(Krause),'",-300,,,,,,,,,,,,,,,,
839,"'(Krause,'",-300,,,,,,,,,,,,,,,,
840,'(KT)',40,,,,,,,,,,,,,,,,
841,'(KT)',166.9,,,,,,,,,,,,,,,,
842,'(KTA)',-220,,,,,,,,,,,,,,,,
843,"'(KTA),'",-100,,,,,,,,,,,,,,,,
844,"'(KTA),'",-140,,,,,,,,,,,,,,,,
845,"'(KTA),'",-60,,,,,,,,,,,,,,,,
846,'(KTC).',-244,,,,,,,,,,,,,,,,
847,'(KTF)',140,,,,,,,,,,,,,,,,
848,'(KTN)',-300,,,,,,,,,,,,,,,,
849,"'(KTN),'",-268,,,,,,,,,,,,,,,,
850,'(KTP',-100,,,,,,,,,,,,,,,,
851,'(KTP',-300,,,,,,,,,,,,,,,,
852,'(KTP',-300,,,,,,,,,,,,,,,,
853,'(KTP)',-60,,,,,,,,,,,,,,,,
854,'(KTP)',-171.2,,,,,,,,,,,,,,,,
855,"'(KTP),'",-60,,,,,,,,,,,,,,,,
856,"'(KTP,'",-300,,,,,,,,,,,,,,,,
857,"'(KTP,'",-300,,,,,,,,,,,,,,,,
858,'(KTP-like)',0,,,,,,,,,,,,,,,,
859,'(KTPs)',-220,,,,,,,,,,,,,,,,
860,'(KTPs)',-313.2,,,,,,,,,,,,,,,,
861,'(KTPs)',-100,,,,,,,,,,,,,,,,
862,'(KTPs)',-244,,,,,,,,,,,,,,,,
863,'(KTPs)',-140,,,,,,,,,,,,,,,,
864,'(KTPs)',-60,,,,,,,,,,,,,,,,
865,"'(KTPs),'",-44,,,,,,,,,,,,,,,,
866,'(KTPs).',-208.8,,,,,,,,,,,,,,,,
867,"'(KTPs,'",60,,,,,,,,,,,,,,,,
868,'(L)',-291,,,,,,,,,,,,,,,,
869,'(Lanzon).',40,,,,,,,,,,,,,,,,
870,'(Last)',-300,,,,,,,,,,,,,,,,
871,'(Last)',-300,,,,,,,,,,,,,,,,
872,'(later',-340,,,,,,,,,,,,,,,,
873,'(LATEST2).',-100,,,,,,,,,,,,,,,,
874,'(LCN).',-193.2,,,,,,,,,,,,,,,,
875,'(lead',-244,,,,,,,,,,,,,,,,
876,'(led',-291,,,,,,,,,,,,,,,,
877,'(LEP)',-220,,,,,,,,,,,,,,,,
878,'(Lewis)',-460,,,,,,,,,,,,,,,,
879,'(like',-44,,,,,,,,,,,,,,,,
880,'(listed',166.9,,,,,,,,,,,,,,,,
881,'(livestock',-400,,,,,,,,,,,,,,,,
882,"'(Lockheed-Martin,'",-193.2,,,,,,,,,,,,,,,,
883,'(London',-220,,,,,,,,,,,,,,,,
884,'(louise.krug@bt.com).',-340,,,,,,,,,,,,,,,,
885,'(Luton).',-220,,,,,,,,,,,,,,,,
886,'(main',-171.2,,,,,,,,,,,,,,,,
887,'(mainly',-60,,,,,,,,,,,,,,,,
888,'(maintaining',-220,,,,,,,,,,,,,,,,
889,'(managed',40,,,,,,,,,,,,,,,,
890,"'(Manchester),'",-60,,,,,,,,,,,,,,,,
891,'(MAP)',-400,,,,,,,,,,,,,,,,
892,'(Mar',140,,,,,,,,,,,,,,,,
893,"'(Marrow),'",-268,,,,,,,,,,,,,,,,
894,'(Mass.',0,,,,,,,,,,,,,,,,
895,'(MAT)',-291,,,,,,,,,,,,,,,,
896,"'(MATCH),'",0,,,,,,,,,,,,,,,,
897,'(Materials',-208.8,,,,,,,,,,,,,,,,
898,"'(MATRIX),'",0,,,,,,,,,,,,,,,,
899,'(MatSEEC)',-208.8,,,,,,,,,,,,,,,,
900,'(McCourt',-460,,,,,,,,,,,,,,,,
901,'(McEneaney)',0,,,,,,,,,,,,,,,,
902,'(MCIP)',0,,,,,,,,,,,,,,,,
903,'(McLaughlin)',0,,,,,,,,,,,,,,,,
904,"'(MCRL1-3),'",-420,,,,,,,,,,,,,,,,
905,'(MCRL7-9).',-420,,,,,,,,,,,,,,,,
906,'(MCRLs)',-420,,,,,,,,,,,,,,,,
907,"'(MDS),'",-220,,,,,,,,,,,,,,,,
908,'(meeting',-73.4,,,,,,,,,,,,,,,,
909,'(member',-171.2,,,,,,,,,,,,,,,,
910,'(MERIHuo Chu )',166.9,,,,,,,,,,,,,,,,
911,'(michael.power@uk.bp.com).',-340,,,,,,,,,,,,,,,,
912,'(Michelson',-220,,,,,,,,,,,,,,,,
913,'(Microelectronics',40,,,,,,,,,,,,,,,,
914,'(Microwave',40,,,,,,,,,,,,,,,,
915,'(MIDAS)',-220,,,,,,,,,,,,,,,,
916,"'(Milanovic),'",40,,,,,,,,,,,,,,,,
917,'(MMV);',-291,,,,,,,,,,,,,,,,
918,'(months)',-300,,,,,,,,,,,,,,,,
919,'(MOSI).',40,,,,,,,,,,,,,,,,
920,'(MOSI):',-100,,,,,,,,,,,,,,,,
921,'(MPC).',-100,,,,,,,,,,,,,,,,
922,'(MRIHuo Chu )',-300,,,,,,,,,,,,,,,,
923,'(MSE)',-73.4,,,,,,,,,,,,,,,,
924,'(MTA)',-100,,,,,,,,,,,,,,,,
925,'(MTC)',-420,,,,,,,,,,,,,,,,
926,'(MTDS)',-313.2,,,,,,,,,,,,,,,,
927,"'(multinational,'",-268,,,,,,,,,,,,,,,,
928,'(MVCE)',-140,,,,,,,,,,,,,,,,
929,'(MXIF).',-100,,,,,,,,,,,,,,,,
930,"'(N2P),'",-326.6,,,,,,,,,,,,,,,,
931,'(national',-400,,,,,,,,,,,,,,,,
932,'(NCCEF).',-100,,,,,,,,,,,,,,,,
933,"'(NCR),'",-500,,,,,,,,,,,,,,,,
934,"'(NDA),'",-73.4,,,,,,,,,,,,,,,,
935,'(NDIC)',-171.2,,,,,,,,,,,,,,,,
936,'(Netherlands',-340,,,,,,,,,,,,,,,,
937,'(Network',-220,,,,,,,,,,,,,,,,
938,'(network',-153.2,,,,,,,,,,,,,,,,
939,'(networking',140,,,,,,,,,,,,,,,,
940,'(Networks);',-291,,,,,,,,,,,,,,,,
941,"'(Networks,'",-291,,,,,,,,,,,,,,,,
942,'(NHS',-73.4,,,,,,,,,,,,,,,,
943,"'(NHS),'",-73.4,,,,,,,,,,,,,,,,
944,'(NIACE)',0,,,,,,,,,,,,,,,,
945,'(NiAl)',-500,,,,,,,,,,,,,,,,
946,'(NIHR',-340,,,,,,,,,,,,,,,,
947,"'(NiRES),'",-60,,,,,,,,,,,,,,,,
948,'(NIRES).',-60,,,,,,,,,,,,,,,,
949,"'(NIRES,'",-60,,,,,,,,,,,,,,,,
950,'(NISP)',0,,,,,,,,,,,,,,,,
951,'(NISP)',-60,,,,,,,,,,,,,,,,
952,"'(NISP),'",0,,,,,,,,,,,,,,,,
953,"'(Nissan),'",-220,,,,,,,,,,,,,,,,
954,"'(Nissan,'",-220,,,,,,,,,,,,,,,,
955,"'(NIST),'",-206.8,,,,,,,,,,,,,,,,
956,"'(NMI),'",-140,,,,,,,,,,,,,,,,
957,'(now',140,,,,,,,,,,,,,,,,
958,'(now',140,,,,,,,,,,,,,,,,
959,'(now',40,,,,,,,,,,,,,,,,
960,'(now',0,,,,,,,,,,,,,,,,
961,'(now',-291,,,,,,,,,,,,,,,,
962,'(now',-208.8,,,,,,,,,,,,,,,,
963,'(now',60,,,,,,,,,,,,,,,,
964,'(NPL)',-140,,,,,,,,,,,,,,,,
965,'(NRN)',-300,,,,,,,,,,,,,,,,
966,'(NRN)',-300,,,,,,,,,,,,,,,,
967,"'(NSG/Pilkington,'",-193.2,,,,,,,,,,,,,,,,
968,'(NTC)',-220,,,,,,,,,,,,,,,,
969,'(Nuclear)',-208.8,,,,,,,,,,,,,,,,
970,'(nuclear)',-208.8,,,,,,,,,,,,,,,,
971,"'(nuclear,'",-20,,,,,,,,,,,,,,,,
972,'(Oak',-20,,,,,,,,,,,,,,,,
973,'(OBE)',-300,,,,,,,,,,,,,,,,
974,'(OBE)',-300,,,,,,,,,,,,,,,,
975,"'(Oclaro,'",-220,,,,,,,,,,,,,,,,
976,'(ODS)',-300,,,,,,,,,,,,,,,,
977,'(ODS)',-300,,,,,,,,,,,,,,,,
978,'(of',-171.2,,,,,,,,,,,,,,,,
979,'(Ofgem).',100,,,,,,,,,,,,,,,,
980,"'(OMCS),'",-268,,,,,,,,,,,,,,,,
981,'(on',-400,,,,,,,,,,,,,,,,
982,'(one',-100,,,,,,,,,,,,,,,,
